true,10,1222217
true,66,846592
true,388,6920832
true,6,190289
true,154,1978539
true,225,1463784
true,291,1595535
true,7,403254
true,120,315720
true,192,423553
true,17,156785
true,10,176509
true,70,195683
true,7,149327
true,130,820482
true,2028,4120278
true,48,168450
true,8,109594
true,200,334720
true,42,120672
true,710,915773
true,88,161879
true,10,91054
true,6,168271
true,6,94979
true,43,847604
true,72,176039
true,48,152799
true,891,872672
true,59,321588
true,7,65129
true,13,138026
true,55,124555
true,70,109618
true,15,97899
true,9,111478
true,36,87089
true,99,127826
true,70,117508
true,130,149768
true,8,95854
true,55,104618
true,70,123936
true,56,427520
true,65,210232
true,46,201773
true,72,112463
true,80,114955
true,11,99918
true,82,197814
true,1826,8576572
true,392,2211694
true,8,65247
true,36,114615
true,39,123640
true,10,68525
true,15,154162
true,72,268069
true,26,103542
true,81,213169
true,64,105663
true,348,5052922
true,18,226098
true,8,104077
true,324,1066596
true,78,431978
true,160,390688
true,11,125548
true,42,137813
true,74,408095
true,64,105378
true,468,880611
true,187,1841227
true,198,366033
true,72,181009
true,90,1195909
true,80,363234
true,301,2543243
true,56,138258
true,99,140868
true,6,50579
true,11,65091
true,54,116167
true,63,137316
true,864,1021727
true,351,374770
true,72,104607
true,662,2063592
true,13,118707
true,56,235697
true,14,122922
true,36,99801
true,42,106910
true,72,5528747
true,80,238546
true,56,106406
true,144,715875
true,96,282151
true,69,170911
true,385,1708156
true,312,636308
true,99,171677
true,51,105217
true,320,357567
true,8,92008
true,54,113299
true,50,114700
true,72,111109
true,40,118224
true,1160,4880309
true,63,3959639
true,726,806683
true,11,69389
true,99,135623
true,9,47283
true,401,1090852
true,0,44623
true,80,177950
true,198,301462
true,40,81549
true,38,184082
true,82,293541
true,48,85105
true,143,736743
true,104,123031
true,316,2084151
true,21,62768
true,9,54457
true,48,187038
true,12,52219
true,152,1122905
true,7,63112
true,13,61358
true,10,54313
true,14,100810
true,55,92208
true,80,102194
true,40,74398
true,56,95552
true,210,257073
true,60,108680
true,261,1001102
true,14,70785
true,22,113660
true,50,100573
true,72,103173
true,32,68996
true,86,199555
true,455,467839
true,5,57078
true,8,47059
true,80,107192
true,48,79887
true,10,53880
true,36,180086
true,9,94804
true,14,68652
true,360,488599
true,54,169779
true,100,114351
true,12,57284
true,7,46663
true,9,68296
true,26,84193
true,14,68231
true,72,270379
true,80,104897
true,32,75946
true,167,295304
true,24,192259
true,9,62929
true,7,46633
true,56,104984
true,84,158339
true,6,55618
true,100,355094
true,44,88294
true,81,106527
true,114,255349
true,0,32268
true,19,82976
true,91,185540
true,456,500382
true,121,10738741
true,8,119439
true,36,72723
true,100,137019
true,10,79353
true,70,105407
true,77,132311
true,334,547864
true,90,150986
true,202,890980
true,90,160019
true,7,51756
true,63,98827
true,60,104155
true,80,313624
true,528,2385677
true,11,53613
true,91,237417
true,10,47834
true,124,203243
true,6,74746
true,4,62759
true,1386,3006820
true,1053,1515937
true,28,68810
true,60,106972
true,7,86413
true,8,63147
true,66,98202
true,110,440982
true,48,130996
true,51,160294
true,48,107099
true,33,77133
true,8,44561
true,184,462469
true,180,284462
true,42,175205
true,100,136629
true,49,118935
true,814,838369
true,7,51924
true,7,52992
true,98,124409
true,154,160563
true,54,383284
true,48,76004
true,7,54181
true,9,47503
true,50,96597
true,55,101800
true,174,309961
true,36,104012
true,72,152011
true,380,12143368
true,72,116206
true,8,62931
true,77,112564
true,154,176236
true,91,161298
true,25,66233
true,77,125751
true,70,112787
true,22,126048
true,99,382415
true,7,46510
true,78,120021
true,66,98633
true,63,102280
true,40,78061
true,28,203329
true,9,52413
true,384,2059883
true,108,208008
true,66,112947
true,64,91120
true,360,518855
true,19,72291
true,10,51765
true,8,47215
true,88,107763
true,154,221163
true,12,46586
true,117,167408
true,50,84907
true,49,153565
true,90,110660
true,5,104099
true,72,305926
true,16,51873
true,5,34799
true,88,75889
true,104,146655
true,42,50822
true,156,125675
true,80,78830
true,42,64168
true,12,48484
true,63,90600
true,576,305480
true,178,333222
true,8,27676
true,90,282901
true,50,102659
true,22,57217
true,462,271195
true,12,289731
true,80,234624
true,14,45148
true,70,174714
true,32,49435
true,36,55786
true,29,110037
true,60,73572
true,110,80184
true,100,312007
true,279,186216
true,320,327155
true,8,55359
true,51,125574
true,253,185290
true,49,62885
true,70,66370
true,6,75351
true,277,326739
true,4,35414
true,10,79884
true,80,98809
true,27,131604
true,52,122380
true,54,83289
true,231,173852
true,96,99745
true,32,141285
true,730,1585678
true,66,61655
true,64,62885
true,72,68081
true,183,168097
true,11,96414
true,112,237670
true,77,69783
true,50,82799
true,81,70855
true,66,61798
true,637,366842
true,90,68844
true,88,91239
true,10,41473
true,106,200067
true,25,82997
true,77,73991
true,96,85286
true,99,82535
true,42,52004
true,66,149417
true,8,41768
true,128,186060
true,108,99045
true,20,73275
true,38,83144
true,64,59231
true,10,47591
true,72,158300
true,13,59643
true,48,62289
true,72,67232
true,54,66442
true,143,96729
true,117,82654
true,9,37869
true,30,60943
true,7,36223
true,108,82866
true,448,391695
true,11,118219
true,30,47571
true,110,84604
true,72,71838
true,195,207841
true,1144,986894
true,22,89981
true,54,59615
true,24,40712
true,60,88117
true,63,77429
true,143,113571
true,26,89966
true,90,76563
true,48,57229
true,56,71120
true,7,29033
true,30,6082157
true,46,98621
true,121,93427
true,336,387896
true,186,658910
true,15,70328
true,668,2019799
true,12,74751
true,7,55991
true,56,195745
true,114,129969
true,990,670533
true,171,375164
true,56,91134
true,330,1319316
true,276,1073736
true,288,257122
true,72,78342
true,12,77478
true,197,226643
true,80,105956
true,56,66884
true,60,140206
true,10,76852
true,90,90799
true,840,2309891
true,9,42917
true,7,50787
true,91,89331
true,72,89352
true,99,82158
true,64,88419
true,250,443979
true,90,86047
true,57,87557
true,87,209020
true,30,57959
true,790,844434
true,250,190427
true,44,121034
true,8,61809
true,9,48559
true,48,62931
true,198,268482
true,70,256636
true,27,97626
true,28,53699
