false,810,9538894
false,360,2793688
false,500,2940648
false,108,3650950
false,576,9937151
false,200,14371171
false,880,2873532
false,35,322046
false,700,6841252
false,280,437891
false,120,891322
false,567,489207
false,567,1188947
false,810,633343
false,560,1369476
false,88,116684
false,64,90873
false,240,212136
false,70,387710
false,128,144597
false,210,281689
false,387,442376
false,448,362380
false,280,579360
false,196,207865
false,150,142333
false,100,7319137
false,560,422264
false,480,383852
false,25,74276
false,315,312300
false,528,415410
false,324,273969
false,240,228528
false,21,85775
false,336,1106646
false,30,92636
false,54,1973091
false,48,151486
false,72,6667193
false,30,128848
false,588,469813
false,28,219606
false,490,436509
false,5,75258
false,252,315399
false,72,116013
false,245,996913
false,1719,2159323
false,252,257537
false,246,513394
false,240,350728
false,105,136614
false,770,626456
false,9,68644
false,36,93335
false,960,5167818
false,40,297248
false,528,1250915
false,972,909342
false,200,232952
false,48,114565
false,228,14966786
false,420,419493
false,594,6363717
false,36,135888
false,462,1049431
false,48,101706
false,40,100061
false,165,252293
false,96,153218
false,252,638930
false,392,362165
false,135,179886
false,33,110247
false,480,1506474
false,216,288368
false,56,7731938
false,20,101354
false,675,679834
false,891,714548
false,144,224412
false,168,198291
false,528,474417
false,40,852546
false,66,140190
false,288,9007998
false,144,167960
false,252,272135
false,35,71086
false,833,1193904
false,400,382086
false,5760,26155188
false,48,176378
false,462,517248
false,441,966652
false,252,236947
false,200,269356
false,576,572969
false,336,317855
false,54,148057
false,10,75816
false,360,307427
false,294,253538
false,54,82531
false,16,73931
false,270,232406
false,528,790556
false,88,250843
false,980,1517814
false,336,310074
false,120,127681
false,315,284961
false,11,63217
false,336,267864
false,147,136492
false,390,1364546
false,560,419304
false,196,770543
false,80,127408
false,90,97709
false,704,536985
false,3080,3353312
false,360,324156
false,180,481975
false,168,148771
false,780,552316
false,693,523994
false,336,275539
false,18,157652
false,38,71024
false,912,849866
false,32,87804
false,792,629135
false,40,69870
false,20,39287
false,105,131800
false,784,771238
false,600,460888
false,968,741217
false,714,792969
false,180,152885
false,385,305389
false,288,371211
false,5,29590
false,432,356687
false,168,150118
false,392,317416
false,1470,1835091
false,28,60448
false,88,96795
false,56,114326
false,90,120066
false,441,361901
false,486,386706
false,1026,1080324
false,128,132402
false,245,217558
false,648,649792
false,891,688244
false,728,788073
false,343,288629
false,400,366425
false,60,69501
false,130,358777
false,490,526389
false,46,102106
false,90,94717
false,270,228149
false,54,66059
false,279,454521
false,30,65333
false,119,526428
false,30,73285
false,54,59350
false,338,802043
false,240,238941
false,512,561901
false,230,388600
false,504,496709
false,64,66551
false,28,53612
false,120,200267
false,488,556199
false,392,321557
false,105,116853
false,616,492277
false,400,339671
false,462,386118
false,225,233675
false,162,296995
false,396,356605
false,432,356923
false,245,236019
false,84,103884
false,441,367206
false,85,141462
false,80,80338
false,140,182894
false,504,404075
false,400,365844
false,252,240035
false,24,72972
false,288,356008
false,960,938596
false,8,48623
false,35,46805
false,78,122136
false,48,81523
false,175,191194
false,224,528553
false,650,507846
false,192,234863
false,245,269469
false,324,282688
false,432,394651
false,56,147868
false,432,411246
false,90,116601
false,720,712180
false,232,266623
false,25,80619
false,80,125894
false,96,112699
false,480,457409
false,168,488906
false,63,85051
false,240,280237
false,640,740758
false,36,52662
false,280,264628
false,330,349740
false,2700,31322701
false,27,75923
false,234,256643
false,320,286671
false,343,373503
false,16,88169
false,1728,1723459
false,250,226973
false,54,76907
false,36,122950
false,4,46995
false,30,111996
false,480,457112
false,81,143963
false,72,89904
false,616,563912
false,54,95492
false,260,344180
false,567,493780
false,11,76560
false,82,140832
false,2574,10780738
false,36,197972
false,210,238968
false,360,449395
false,20,71827
false,405,449426
false,143,705952
false,700,634821
false,160,301353
false,396,357821
false,80,198123
false,440,16582842
false,81,140735
false,324,311561
false,303,441040
false,385,360736
false,144,147961
false,576,509662
false,175,198609
false,264,264321
false,48,80340
false,637,535163
false,6,28927
false,228,431915
false,252,5499918
false,567,502833
false,328,317054
false,561,483451
false,66,280555
false,210,237768
false,64,82504
false,972,848799
false,225,264999
false,40,88755
false,55,104951
false,42,102098
false,616,470717
false,810,426537
false,162,129616
false,420,225297
false,280,182006
false,336,208792
false,438,261949
false,28,31147
false,150,97683
false,1080,534656
false,90,67940
false,7,27344
false,540,277113
false,306,272558
false,1216,758789
false,720,369064
false,200,116717
false,581,505715
false,780,384680
false,168,105743
false,504,263767
false,42,55538
false,48,91498
false,135,100938
false,480,251570
false,294,185749
false,630,332139
false,396,667439
false,45,52350
false,344,249454
false,84,90301
false,240,132232
false,400,214742
false,720,362651
false,720,639425
false,168,109755
false,108,142831
false,128,94019
false,36,9122552
false,224,217963
false,420,223433
false,35,129252
false,300,172215
false,3016,1807329
false,360,220431
false,8,31153
false,72,79136
false,114,86963
false,2574,4537484
false,480,253092
false,9,41139
false,99,68079
false,5,22835
false,280,992269
false,21,44677
false,112,205209
false,66,64723
false,55,61460
false,484,353493
false,297,162075
false,330,208928
false,11,31110
false,9,19592
false,630,327796
false,480,251758
false,240,140333
false,1386,12884417
false,51,58236
false,486,265862
false,600,433965
false,296,171547
false,90,119000
false,308,8804444
false,80,210568
false,30,88113
false,264,1351792
false,150,152818
false,147,141440
false,210,186700
false,800,12675038
false,392,369264
false,330,298121
false,480,6164055
false,50,100795
false,27,137233
false,384,345388
false,720,643790
false,90,474607
false,210,216941
false,200,192036
false,378,359579
false,84,96065
false,180,377187
false,180,179447
false,720,603370
false,968,1133827
false,245,238257
false,90,126409
false,42,177403
false,108,134423
false,56,105065
false,25,96853
false,154,229049
false,12,48442
false,960,2273757
false,192,203096
false,261,300129
false,43,100813
false,56,176156
false,480,407953
false,780,646306
false,150,211689
false,72,163753
false,540,1004875
false,21,82691
false,55,87176
false,153,179470
false,245,234757
false,580,677875
false,280,301882
false,160,159354
false,624,676207
false,768,828058
false,280,262519
false,6,60254
false,189,243461
false,420,450450
false,700,608420
false,135,138516
false,224,228495
false,42,100179
false,960,4415064
false,448,1562457
false,210,201947
false,880,723323
false,336,386822
false,90,147348
false,35,58404
false,12,53838
false,580,731349
false,2652,7899498
false,100,153502
false,504,423151
false,240,234738
false,1008,997950
false,210,202307
false,140,150448
false,576,609394
false,320,295605
false,252,239635
false,576,517167
false,364,314820
false,320,1007197
false,168,300590
false,36,101087
false,432,490852
false,476,490841
false,63,134660
false,324,290706
false,18,94368
false,90,205796
false,648,565222
false,3042,2865610
false,112,126720
false,30,64399
false,5104,26600281
false,30,71014
false,48,4476788
false,40,111576
false,320,360197
false,328,860556
false,35,76953
false,180,207680
false,45,8535738
false,252,304783
false,465,9688456
false,168,220410
false,112,136108
false,90,152271
false,130,167361
false,30,85399
false,810,706911
false,792,6824957
false,990,815630
false,392,395455
false,288,343489
false,352,336120
false,288,288837
false,840,745916
false,576,520734
false,240,266372
false,405,378978
false,64,110906
false,20,147408
false,245,246320
false,28,94466
false,140,154692
false,378,348164
false,156,239864
false,280,296031
false,90,124802
false,324,307075
false,245,259396
false,1056,8983338
false,1064,1213472
false,16,107118
false,480,2408280
false,150,172007
false,432,5764366
false,400,6536204
false,288,292638
false,50,186593
false,72,126162
false,275,256144
false,24,76049
false,154,228801
false,224,226255
false,1089,879780
false,17,95853
false,99,117884
false,54,151769
false,90,149306
false,40,149485
false,748,1411366
false,792,668543
false,288,300238
false,132,202507
false,432,388134
false,88,198388
false,567,524747
false,224,391556
false,90,124089
false,192,214750
false,360,329178
false,42,76123
false,392,371385
false,296,532914
false,96,140419
false,30,78742
false,630,531766
false,648,548041
false,63,196591
false,273,538807
false,40,79669
false,54,84428
false,300,309279
false,80,118436
false,84,143619
false,528,472088
false,90,223554
false,336,324322
false,1404,1389784
false,180,194111
false,40,140701
false,392,433070
false,378,618366
false,9,77862
false,441,387026
false,140,174577
false,42,85164
false,480,436510
false,40,127869
false,1188,1178031
false,144,272182
false,63,173974
false,308,375867
false,737,845930
false,60,139334
false,378,356727
false,490,456817
false,288,369959
false,175,204321
false,525,821072
false,60,93656
false,333,320489
false,462,438658
false,30,154828
false,504,434221
false,448,395702
false,243,234724
false,30,69164
false,7,115860
false,720,621184
false,520,1054005
false,2700,2491862
false,352,519891
false,21,87114
false,420,379863
false,440,512237
false,441,409354
false,99,153546
false,190,265728
false,18,152892
